"Source1","Source2"
"Sinharamulla-GM0535-23G/818-23-ODU-1(RTNRF-1)","Kelaniya-GM0027-23G/818-23-ODU-1(RTNRF-1)"
,
"Sinharamulla-GM0535-23G/818-24-ODU-1(RTNRF-1)","Kelaniya-GM0027-23G/818-24-ODU-1(RTNRF-1)"
,
"Siyambalape_North-GM0359-23G/1439-23-ODU-1(RTNRF-1)","Mawaramandiya-GM0034-23G/1439-23-ODU-1(RTNRF-1)"
,
"Siyambalape_North-GM0359-23G/1439-24-ODU-1(RTNRF-1)","Mawaramandiya-GM0034-23G/1439-24-ODU-1(RTNRF-1)"
,
"Kochchikade-GM0030-23G/1346-23-ODU-1(RTNRF-1)","Welihena-GM0180-23G/1346-23-ODU-1(RTNRF-1)"
,
"Kochchikade-GM0030-23G/1346-24-ODU-1(RTNRF-1)","Welihena-GM0180-23G/1346-24-ODU-1(RTNRF-1)"
,
"Negombo_Beach_North-GM0443-23G/746-23-ODU-1(RTNRF-1)","Kochchikade-GM0030-23G/746-23-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-23G/828-23-ODU-1(RTNRF-1)","Buthgamuwa_Rd_Reloc-CM1131-23G/828-23-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-23G/828-24-ODU-1(RTNRF-1)","Buthgamuwa_Rd_Reloc-CM1131-23G/828-24-ODU-1(RTNRF-1)"
,
"Bammanna-KU0329-18G/1799-23-ODU-1(RTNRF-1)","Yakwila-KU0054-18G/1799-23-ODU-1(RTNRF-1)"
,
"Nanattan-MA0010-18G/889-23-ODU-1(RTNRF-1)","Vankalai_SLN-MA0032-18G/889-23-ODU-1(RTNRF-1)"
,
"Mithirigala_East-GM0300-18G/697-23-ODU-1(RTNRF-1)","Pugoda-GM0092-18G/697-23-ODU-1(RTNRF-1)"
,
"Pallama-PU0039-15G/894-23-ODU-1(RTNRF-1)","Weerapokuna-KU0122-15G/894-23-ODU-1(RTNRF-1)"
,
"Liyanage_Est-GM0689-26G/1541-IP-23-ODU-1(RTNRF-1)","Seeduwa-GM0043-26G/1541-IP-23-ODU-1(RTNRF-1)"
,
"Liyanage_Est-GM0689-26G/1541-IP-24-ODU-1(RTNRF-1)","Seeduwa-GM0043-26G/1541-IP-24-ODU-1(RTNRF-1)"
,
"Kahatagasdigiliya-AN0014-13G/933-23-ODU-1(RTNRF-1)","Morakewa-AN0040-13G/933-23-ODU-1(RTNRF-1)"
,
"Horowppothana-AN0166-13G/919-23-ODU-1(RTNRF-1)","Mahadiwulwewa-TR0087-13G/919-23-ODU-1(RTNRF-1)"
,
"Indigolla-GM0132-23G/582-23-ODU-1(RTNRF-1)","Yakkala-GM0054-23G/582-23-ODU-1(RTNRF-1)"
,
"Seeduwa_South-GM0097-18G/1746-23-ODU-1(RTNRF-1)","Negombo_Thalahena-GM0669-18G/1746-23-ODU-1(RTNRF-1)"
,
"Minuwangoda-GM0035-23G/1348-23-ODU-1(RTNRF-1)","Nilpanagoda-GM0193-23G/1348-23-ODU-1(RTNRF-1)"
,
"Minuwangoda-GM0035-23G/1348-24-ODU-1(RTNRF-1)","Nilpanagoda-GM0193-23G/1348-24-ODU-1(RTNRF-1)"
,
"Radawadunna-GM0381-23G/1354-23-ODU-1(RTNRF-1)","Pasyala-GM0090-23G/1354-23-ODU-1(RTNRF-1)"
,
"Radawadunna-GM0381-23G/1354-24-ODU-1(RTNRF-1)","Pasyala-GM0090-23G/1354-24-ODU-1(RTNRF-1)"
,
"Parakramapura-AN0191-23G/949-23-ODU-1(RTNRF-1)","Galkulama_Kanda-AN0115-23G/949-23-ODU-1(RTNRF-1)"
,
"Seruwila-TR0026-18G/717-23-ODU-1(RTNRF-1)","Seruwila_South_Hutch-TR0036-18G/717-23-ODU-1(RTNRF-1)"
,
"Biyagama-GM0005-26G/1253-23-ODU-1(RTNRF-1)","MAS_Silueta_Biya_Ind-GM0475-26G/1253-23-ODU-1(RTNRF-1)"
,
"Dunknnawa-PU0052-23G/1638-23-ODU-1(RTNRF-1)","Welipennegahamulla-KU0359-23G/1638-23-ODU-1(RTNRF-1)"
,
"Kotikawatta_DBN-CM0053-26G/596-23-ODU-1(RTNRF-1)","Kotikawatta_South-CM0797-26G/596-23-ODU-1(RTNRF-1)"
,
"Kotikawatta_DBN-CM0053-26G/596-24-ODU-1(RTNRF-1)","Kotikawatta_South-CM0797-26G/596-24-ODU-1(RTNRF-1)"
,
"Danyawa-PO0036-15G/741-23-ODU-1(RTNRF-1)","Kattakulama-PO0040-15G/741-23-ODU-1(RTNRF-1)"
,
"Korathota-CM0345-23G/596-23-ODU-1(RTNRF-1)","Alubogahalanda_North-CM0864-23G/596-23-ODU-1(RTNRF-1)"
,
"Korathota-CM0345-23G/596-24-ODU-1(RTNRF-1)","Alubogahalanda_North-CM0864-23G/596-24-ODU-1(RTNRF-1)"
,
"Iranamadu_DTL-KI0035-15G/729-23-ODU-1(RTNRF-1)","Kokavil-MU0073-15G/729-23-ODU-1(RTNRF-1)"
,
"Periyathampanai_Dialog-MA0014-7G/736-23-ODU-1(RTNRF-1)","Tantirimale_DAP-AN0032-7G/736-23-ODU-1(RTNRF-1)"
,
"Periyathampanai_Dialog-MA0014-7G/736-24-ODU-1(RTNRF-1)","Tantirimale_DAP-AN0032-7G/736-24-ODU-1(RTNRF-1)"
,
"Thalawila-PU0022-11G/245-23-ODU-1(RTNRF-1)","Puttalam_east -PU0027-11G/245-23-ODU-1(RTNRF-1)"
,
"Thalawila-PU0022-11G/245-24-ODU-1(RTNRF-1)","Puttalam_east -PU0027-11G/245-24-ODU-1(RTNRF-1)"
,
"Kandawala-CM0144-18G/1243-23-ODU-1(RTNRF-1)","Werahera-CM0334-18G/1243-23-ODU-1(RTNRF-1)"
,
"Kandawala-CM0144-18G/1243-24-ODU-1(RTNRF-1)","Werahera-CM0334-18G/1243-24-ODU-1(RTNRF-1)"
,
"Balalla-KU0068-11G/426-23-ODU-1(RTNRF-1)","Wariyapola_DTL-KU0112-11G/426-23-ODU-1(RTNRF-1)"
,
"Balalla-KU0068-11G/426-24-ODU-1(RTNRF-1)","Wariyapola_DTL-KU0112-11G/426-24-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-26G/721-23-ODU-1(RTNRF-1)","Orugodawatta_East-CM0931-26G/721-23-ODU-1(RTNRF-1)"
,
"Manalkadu-JA0094-13G/602-23-ODU-1(RTNRF-1)","Kodikamam-JA0052-13G/602-23-ODU-1(RTNRF-1)"
,
"Manalkadu-JA0094-13G/602-24-ODU-1(RTNRF-1)","Kodikamam-JA0052-13G/602-24-ODU-1(RTNRF-1)"
,
"Kalubowila_N-CM0039-26G/1358-23-ODU-1(RTNRF-1)","Sri_Saranankara_Road-CM0318-26G/1358-23-ODU-1(RTNRF-1)"
,
"Kalubowila_N-CM0039-26G/1358-24-ODU-1(RTNRF-1)","Sri_Saranankara_Road-CM0318-26G/1358-24-ODU-1(RTNRF-1)"
,
"Chawakachcheri_Town-JA0121-18G/712-23-ODU-1(RTNRF-1)","Meesalai-JA0051-18G/712-23-ODU-1(RTNRF-1)"
,
"Munamalgaswewa-PU0183-18G/1747-23-ODU-1(RTNRF-1)","Kalaoya-AN0037-18G/1747-23-ODU-1(RTNRF-1)"
,
"Nattandiya-PU0020-18G/1544-23-ODU-1(RTNRF-1)","Thummodara_Airtel-PU0087-18G/1544-23-ODU-1(RTNRF-1)"
,
"Nattandiya-PU0020-18G/1544-24-ODU-1(RTNRF-1)","Thummodara_Airtel-PU0087-18G/1544-24-ODU-1(RTNRF-1)"
,
"Mahakanadarawa-AN0136-15G/979-23-ODU-1(RTNRF-1)","Mihinthale_Dialog-AN0026-15G/979-23-ODU-1(RTNRF-1)"
,
"KIRULAPAN_WST-CM0567-26G/1532-HY-23-ODU-1(RTNRF-1)","PARK_HOSPITAL-CM1122-26G/1532-HY-23-ODU-1(RTNRF-1)"
,
"KIRULAPAN_WST-CM0567-26G/1532-HY-24-ODU-1(RTNRF-1)","PARK_HOSPITAL-CM1122-26G/1532-HY-24-ODU-1(RTNRF-1)"
,
"Kodikamam-JA0052-18G/1161-23-ODU-1(RTNRF-1)","Varani-JA0026-18G/1161-23-ODU-1(RTNRF-1)"
,
"Kodikamam-JA0052-18G/1161-24-ODU-1(RTNRF-1)","Varani-JA0026-18G/1161-24-ODU-1(RTNRF-1)"
,
"CICT_Yard-CM1327-18G/1913-23-ODU-1(RTNRF-1)","Seylan_Tower-CM0169-18G/1913-23-ODU-1(RTNRF-1)"
,
"CICT_Yard-CM1327-18G/1913-24-ODU-1(RTNRF-1)","Seylan_Tower-CM0169-18G/1913-24-ODU-1(RTNRF-1)"
,
"Madampe-PU0008-18G/1319-23-ODU-1(RTNRF-1)","Mahawewa-PU0089-18G/1319-23-ODU-1(RTNRF-1)"
,
"Madampe-PU0008-18G/1319-24-ODU-1(RTNRF-1)","Mahawewa-PU0089-18G/1319-24-ODU-1(RTNRF-1)"
,
"Joseph_Lane-CM0460-26G/674-23-ODU-1(RTNRF-1)","Premier_Pacific_Ind-CM0726-26G/674-23-ODU-1(RTNRF-1)"
,
"Joseph_Lane-CM0460-26G/674-24-ODU-1(RTNRF-1)","Premier_Pacific_Ind-CM0726-26G/674-24-ODU-1(RTNRF-1)"
,
"Enderamulla-GM0009-26G/1453-23-ODU-1(RTNRF-1)","Enderamulla_East-GM0698-26G/1453-23-ODU-1(RTNRF-1)"
,
"Ellie_House-CM0019-18G/1625-23-ODU-1(RTNRF-1)","Handala-GM0015-18G/1625-23-ODU-1(RTNRF-1)"
,
"Ellie_House-CM0019-18G/1625-24-ODU-1(RTNRF-1)","Handala-GM0015-18G/1625-24-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-18G/833-23-ODU-1(RTNRF-1)","Mankadawala-AN0175-18G/833-23-ODU-1(RTNRF-1)"
,
"Kahatagasdigiliya_Town_Dialog-AN0014-11G/453-23-ODU-1(RTNRF-1)","Kokawewa Mobitel-AN0237-11G/453-23-ODU-1(RTNRF-1)"
,
"Landmark-CM0150-26G/1301-23-ODU-1(RTNRF-1)","Albert_Crecent-CM0522-26G/1301-23-ODU-1(RTNRF-1)"
,
"Mt_Lavinia-CM0156-23G/1449-23-ODU-1(RTNRF-1)","Mt_Lavinia_Hotel_Ind-CM0721-23G/1449-23-ODU-1(RTNRF-1)"
,
"Mt_Lavinia-CM0156-23G/1449-24-ODU-1(RTNRF-1)","Mt_Lavinia_Hotel_Ind-CM0721-23G/1449-24-ODU-1(RTNRF-1)"
,
"Trinco_Town_North-TR0014-26G/860-23-ODU-1(RTNRF-1)","Tinco_Town_Dialog-TR0001-26G/860-23-ODU-1(RTNRF-1)"
,
"Mollipothana-TR0010-11G/415-23-ODU-1(RTNRF-1)","Somapura-TR0032-11G/415-23-ODU-1(RTNRF-1)"
,
"Malabe_South-CM0424-18G/1484-23-ODU-1(RTNRF-1)","SAITM_Hospital_Ind-CM1270-18G/1484-23-ODU-1(RTNRF-1)"
,
"Malabe_South-CM0424-18G/1484-24-ODU-1(RTNRF-1)","SAITM_Hospital_Ind-CM1270-18G/1484-24-ODU-1(RTNRF-1)"
,
"Nagadaranawa-AN0049-15G/880-23-ODU-1(RTNRF-1)","Neriyakulam-VA0006-15G/880-23-ODU-1(RTNRF-1)"
,
"Jaffna_Templ_Rd_Suth-JA0120-23G/771-23-ODU-1(RTNRF-1)","Jaffna_Town-JA0037-23G/771-23-ODU-1(RTNRF-1)"
,
"Jubilee_Post-CM0034-26G/1152-23-ODU-1(RTNRF-1)","Pagoda-CM0453-26G/1152-23-ODU-1(RTNRF-1)"
,
"Erukkulampiddi-MA0029-11G/413-23-ODU-1(RTNRF-1)","Thalamannaram_Town-MA0038-11G/413-23-ODU-1(RTNRF-1)"
,
"Erukkulampiddi-MA0029-11G/413-24-ODU-1(RTNRF-1)","Thalamannaram_Town-MA0038-11G/413-24-ODU-1(RTNRF-1)"
,
"Jaffna_SLT-JA0003-15G/800-23-ODU-1(RTNRF-1)","Allapiddy-JA0095-15G/800-23-ODU-1(RTNRF-1)"
,
"Jaffna_SLT-JA0003-15G/800-25-ODU-1(RTNRF-1)","Allapiddy-JA0095-15G/800-25-ODU-1(RTNRF-1)"
,
"Velanai-JA0018-15G/799-23-ODU-1(RTNRF-1)","Allapiddy-JA0095-15G/799-23-ODU-1(RTNRF-1)"
,
"Malwana-GM0118-13G/623-23-ODU-1(RTNRF-1)","Malabe_S-CM0424-13G/623-23-ODU-1(RTNRF-1)"
,
"Malwana-GM0118-13G/623-25-ODU-1(RTNRF-1)","Malabe_S-CM0424-13G/623-25-ODU-1(RTNRF-1)"
,
"Sandalankawa-KU0015-18G/1546-23-ODU-1(RTNRF-1)","Lihiriyagama_Suntel-KU0293-18G/1546-23-ODU-1(RTNRF-1)"
,
"Minuwangoda_Dialog-GM0035-18G/1782-23-ODU-1(RTNRF-1)","Kotugoda_East-GM0612-18G/1782-23-ODU-1(RTNRF-1)"
,
"Ethakada Etisalat-AN0163-13G/976-23-ODU-1(RTNRF-1)","Punewa Dialog-AN0029-13G/976-23-ODU-1(RTNRF-1)"
,
"Parappakadattan-MA0043-11G/292-23-ODU-1(RTNRF-1)","Thalladi-MA0004-11G/292-23-ODU-1(RTNRF-1)"
,
"Parappakadattan-MA0043-11G/292-24-ODU-1(RTNRF-1)","Thalladi-MA0004-11G/292-24-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-15G/649-23-ODU-1(RTNRF-1)","Uduthuththiripitiya-GM0108-15G/649-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-15G/649-24-ODU-1(RTNRF-1)","Uduthuththiripitiya-GM0108-15G/649-24-ODU-1(RTNRF-1)"
,
"Koyilakkandi-JA0136-18G/671-23-ODU-1(RTNRF-1)","Nunavil-JA0057-18G/671-23-ODU-1(RTNRF-1)"
,
"Koyilakkandi-JA0136-18G/671-24-ODU-1(RTNRF-1)","Nunavil-JA0057-18G/671-24-ODU-1(RTNRF-1)"
,
"Jayanthiwewa_Dialog-TR0080-13G/975-23-ODU-1(RTNRF-1)","Ruwanpura_Mobitel-AN0186-13G/975-23-ODU-1(RTNRF-1)"
,
"Chankanai_west-JA0168-26G/1461-23-ODU-1(RTNRF-1)","Chankanei_DAP-JA0010-26G/1461-23-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/1270-23-ODU-1(RTNRF-1)","Keenawala-GM0176-18G/1270-23-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/1270-24-ODU-1(RTNRF-1)","Keenawala-GM0176-18G/1270-24-ODU-1(RTNRF-1)"
,
"Gampaha Town Dialog [Relocation]-GM0477-18G/1930-23-ODU-1(RTNRF-1)","Balummahara-GM0058-18G/1930-23-ODU-1(RTNRF-1)"
,
"Nangalla-KE0212-18G/1518-23-ODU-1(RTNRF-1)","Alawwa_W-KU0090-18G/1518-23-ODU-1(RTNRF-1)"
,
"Dambulla-MT0001-18G/700-23-ODU-1(RTNRF-1)","Dambulu_Vihara-MT0012-18G/700-23-ODU-1(RTNRF-1)"
,
"Dambulla-MT0001-18G/700-24-ODU-1(RTNRF-1)","Dambulu_Vihara-MT0012-18G/700-24-ODU-1(RTNRF-1)"
,
"Narakkalliya-PU0132-13G/590-23-ODU-1(RTNRF-1)","Thalawila-PU0022-13G/590-23-ODU-1(RTNRF-1)"
,
"Narakkalliya-PU0132-13G/590-24-ODU-1(RTNRF-1)","Thalawila-PU0022-13G/590-24-ODU-1(RTNRF-1)"
,
"Mangala Rd-CM0926-23G/1731-23-ODU-1(RTNRF-1)","Prathibimba_Re-CM1413-23G/1731-23-ODU-1(RTNRF-1)"
,
"Mangala Rd-CM0926-23G/1731-24-ODU-1(RTNRF-1)","Prathibimba_Re-CM1413-23G/1731-24-ODU-1(RTNRF-1)"
,
"Hundirapola-PU0095-18G/1440-23-ODU-1(RTNRF-1)","Dunkannawa-PU0052-18G/1440-23-ODU-1(RTNRF-1)"
,
"Kamburugalla_Etisalat-GM0237-18G/1606-23-ODU-1(RTNRF-1)","Urapola-GM0047-18G/1606-23-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-18G/674-23-ODU-1(RTNRF-1)","Pattalagedara-GM0136-18G/674-23-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-18G/674-24-ODU-1(RTNRF-1)","Pattalagedara-GM0136-18G/674-24-ODU-1(RTNRF-1)"
,
"Punkuduthiue-JA0021-7G/727-23-ODU-1(RTNRF-1)","Delft_West-JA0164-7G/727-23-ODU-1(RTNRF-1)"
,
"Punkuduthiue-JA0021-7G/727-24-ODU-1(RTNRF-1)","Delft_West-JA0164-7G/727-24-ODU-1(RTNRF-1)"
,
"Hewagama-CM0588-23G/683-23-ODU-1(RTNRF-1)","Welivita-CM0275-23G/683-23-ODU-1(RTNRF-1)"
,
"Hewagama-CM0588-23G/683-24-ODU-1(RTNRF-1)","Welivita-CM0275-23G/683-24-ODU-1(RTNRF-1)"
,
"Peliyagoda junction relocation-GM0655-26G/1309-23-ODU-1(RTNRF-1)","Peliyagoda DBN-GM0040-26G/1309-23-ODU-1(RTNRF-1)"
,
"Daluwa-PU0072-15G/900-23-ODU-1(RTNRF-1)","Nagavil-PU0062-15G/900-23-ODU-1(RTNRF-1)"
,
"Pettah-CM0161-23G/1320-23-ODU-1(RTNRF-1)","Rangala_SLN-CM0163-23G/1320-23-ODU-1(RTNRF-1)"
,
"Pettah-CM0161-23G/1320-24-ODU-1(RTNRF-1)","Rangala_SLN-CM0163-23G/1320-24-ODU-1(RTNRF-1)"
,
"Karainagar_E-JA0117-15G/569-23-ODU-1(RTNRF-1)","Kayts-JA0060-15G/569-23-ODU-1(RTNRF-1)"
,
"Nuwara_Eliya_DTL-NU0031-11G/251-23-ODU-1(RTNRF-1)","Dell-NU0059-11G/251-23-ODU-1(RTNRF-1)"
,
"Nuwara_Eliya_DTL-NU0031-11G/251-24-ODU-1(RTNRF-1)","Dell-NU0059-11G/251-24-ODU-1(RTNRF-1)"
,
"Niwasipura-GM0329-23G/1466-23-ODU-1(RTNRF-1)","Kotugoda-GM0147-23G/1466-23-ODU-1(RTNRF-1)"
,
"Giriulla-KU0019-15G/951-23-ODU-1(RTNRF-1)","Wedeniya-KU0120-15G/951-23-ODU-1(RTNRF-1)"
,
"Kebithigollewa DBN-AN0047-18G/1867-23-ODU-1(RTNRF-1)","Kiriketuwewa-AN0198-18G/1867-23-ODU-1(RTNRF-1)"
,
"Bibiladeniya-KU0084-18G/1529-23-ODU-1(RTNRF-1)","Wathugahamulla-PU0065-18G/1529-23-ODU-1(RTNRF-1)"
,
"Kundasale-KA0033-23G/589-23-ODU-1(RTNRF-1)","Ampitiya-KA0002-23G/589-23-ODU-1(RTNRF-1)"
,
"Kundasale-KA0033-23G/589-24-ODU-1(RTNRF-1)","Ampitiya-KA0002-23G/589-24-ODU-1(RTNRF-1)"
,
"Narammala-KU0011-23G/749-23-ODU-1(RTNRF-1)","Narammala_Town-KU0146-23G/749-23-ODU-1(RTNRF-1)"
,
"Bandirippuwa-PU0099-18G/1545-23-ODU-1(RTNRF-1)","Dankotuwa-PU0004-18G/1545-23-ODU-1(RTNRF-1)"
,
"Bandirippuwa-PU0099-18G/1545-24-ODU-1(RTNRF-1)","Dankotuwa-PU0004-18G/1545-24-ODU-1(RTNRF-1)"
,
"Kurunchakerny-TR0062-18G/585-23-ODU-1(RTNRF-1)","Kinniya-TR0009-18G/585-23-ODU-1(RTNRF-1)"
,
"Kurunchakerny-TR0062-18G/585-24-ODU-1(RTNRF-1)","Kinniya-TR0009-18G/585-24-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-23G/1069-23-ODU-1(RTNRF-1)","Port_Access_North-CM0490-23G/1069-23-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-23G/1069-24-ODU-1(RTNRF-1)","Port_Access_North-CM0490-23G/1069-24-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-23G/1069-25-ODU-1(RTNRF-1)","Port_Access_North-CM0490-23G/1069-25-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-23G/1069-26-ODU-1(RTNRF-1)","Port_Access_North-CM0490-23G/1069-26-ODU-1(RTNRF-1)"
,
"Veppankulam-MA0035-7G/453-23-ODU-1(RTNRF-1)","Thalladi-MA0004-7G/453-23-ODU-1(RTNRF-1)"
,
"Veppankulam-MA0035-7G/453-24-ODU-1(RTNRF-1)","Thalladi-MA0004-7G/453-24-ODU-1(RTNRF-1)"
,
"BAMBUKULIYA_SOUTH-GM0688-18G/1781-23-ODU-1(RTNRF-1)","WIKKALA-PU0012-18G/1781-23-ODU-1(RTNRF-1)"
,
"Kaleliya_West-GM0699-18G/1778-23-ODU-1(RTNRF-1)","Pasyala-GM0090-18G/1778-23-ODU-1(RTNRF-1)"
,
"Jaffna_SLT-JA0003-26G/889-23-ODU-1(RTNRF-1)","Jaffna_Town-JA0037-26G/889-23-ODU-1(RTNRF-1)"
,
"Jaffna_SLT-JA0003-26G/889-24-ODU-1(RTNRF-1)","Jaffna_Town-JA0037-26G/889-24-ODU-1(RTNRF-1)"
,
"Mahamukalanyaya-KU0188-13G/895-23-ODU-1(RTNRF-1)","Welagedara-KU0144-13G/895-23-ODU-1(RTNRF-1)"
,
"Anaicottai-JA0066-23G/1040-23-ODU-1(RTNRF-1)","Manipai-JA0005-23G/1040-23-ODU-1(RTNRF-1)"
,
"Anaicottai-JA0066-23G/1040-25-ODU-1(RTNRF-1)","Manipai-JA0005-23G/1040-25-ODU-1(RTNRF-1)"
,
"Asiri_Hospital_IBS-CM1290-26G/1423-23-ODU-1(RTNRF-1)","Narahenpita-CM0158-26G/1423-23-ODU-1(RTNRF-1)"
,
"Carmel-CM0010-23G/1321-23-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1321-23-ODU-1(RTNRF-1)"
,
"Medagampitiya-GM0172-18G/1357-23-ODU-1(RTNRF-1)","Veyangoda-GM0048-18G/1357-23-ODU-1(RTNRF-1)"
,
"Galkulama_Kanda-AN0115-15G/522-23-ODU-1(RTNRF-1)","Jayanthiwewa-TR0080-15G/522-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_DBN-PO0060-18G/1083-23-ODU-1(RTNRF-1)","Kaduruwela_South-PO0029-18G/1083-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_DBN-PO0060-18G/1083-25-ODU-1(RTNRF-1)","Kaduruwela_South-PO0029-18G/1083-25-ODU-1(RTNRF-1)"
,
"Hettiyawatta-CM0197-26G/1531-23-ODU-1(RTNRF-1)","Ellie_Lane-CM0465-26G/1531-23-ODU-1(RTNRF-1)"
,
"Akbar_Ind-CM0743-26G/1262-23-ODU-1(RTNRF-1)","De_Saram_Place-CM0288-26G/1262-23-ODU-1(RTNRF-1)"
,
"Mihinthale-AN0026-15G/881-23-ODU-1(RTNRF-1)","Thammennawa-AN0038-15G/881-23-ODU-1(RTNRF-1)"
,
"Kalubowila-CM0037-26G/1163-23-ODU-1(RTNRF-1)","Wanarathana_Rd-CM0380-26G/1163-23-ODU-1(RTNRF-1)"
,
"Kalubowila-CM0037-26G/1163-24-ODU-1(RTNRF-1)","Wanarathana_Rd-CM0380-26G/1163-24-ODU-1(RTNRF-1)"
,
"Pol_Jayanthipura-PO0006-18G/1072-23-ODU-1(RTNRF-1)","Higurakgoda _SLAF-PO0064-18G/1072-23-ODU-1(RTNRF-1)"
,
"Pol_Jayanthipura-PO0006-18G/1072-24-ODU-1(RTNRF-1)","Higurakgoda _SLAF-PO0064-18G/1072-24-ODU-1(RTNRF-1)"
,
"Koralanpotta-KU0150-18G/1575-23-ODU-1(RTNRF-1)","Dunkannawa-PU0052-18G/1575-23-ODU-1(RTNRF-1)"
,
"Chilaw_N-PU0021-15G/842-23-ODU-1(RTNRF-1)","Rambepitiya-PU0043-15G/842-23-ODU-1(RTNRF-1)"
,
"Thabbowa_Puttlam-PU0190-18G/1749-23-ODU-1(RTNRF-1)","Karwalagaswewa-PU0023-18G/1749-23-ODU-1(RTNRF-1)"
,
"Minneriya_Dialog-PO0010-18G/1868-23-ODU-1(RTNRF-1)","Minneriya_South-PO0020-18G/1868-23-ODU-1(RTNRF-1)"
,
"Serukele-PU0127-18G/661-23-ODU-1(RTNRF-1)","Andigama-PU0026-18G/661-23-ODU-1(RTNRF-1)"
,
"Iranamadu_DTL-KI0035-18G/1871-23-ODU-1(RTNRF-1)","Iranamadu_West- KI0066-18G/1871-23-ODU-1(RTNRF-1)"
,
"Banduragoda-GM0174-18G/1269-23-ODU-1(RTNRF-1)","Muddaragama-GM0265-18G/1269-23-ODU-1(RTNRF-1)"
,
"Rajanganaya-AN0053-15G/852-23-ODU-1(RTNRF-1)","Gamunupura Dialog-AN0054-15G/852-23-ODU-1(RTNRF-1)"
,
"Katana-GM0024-18G/1339-23-ODU-1(RTNRF-1)","Dunagaha-GM0067-18G/1339-23-ODU-1(RTNRF-1)"
,
"Katana-GM0024-18G/1339-25-ODU-1(RTNRF-1)","Dunagaha-GM0067-18G/1339-25-ODU-1(RTNRF-1)"
,
"Trinco_Navy-TR0002-18G/949-23-ODU-1(RTNRF-1)","Trinco_DBN-TR0066-18G/949-23-ODU-1(RTNRF-1)"
,
"Malwanegama-AN0172-18G/828-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-18G/828-23-ODU-1(RTNRF-1)"
,
"Dunagaha-GM0067-15G/828-23-ODU-1(RTNRF-1)","Hangawatta-GM0287-15G/828-23-ODU-1(RTNRF-1)"
,
"Kandeliyaddapaluwa-GM0256-23G/1422-23-ODU-1(RTNRF-1)","Thewatta-GM0098-23G/1422-23-ODU-1(RTNRF-1)"
,
"Kotugoda-GM0147-18G/1369-23-ODU-1(RTNRF-1)","Udammita_East-GM0598-18G/1369-23-ODU-1(RTNRF-1)"
,
"Galkuliya-PU0114-18G/1573-23-ODU-1(RTNRF-1)","Agunawila-PU0081-18G/1573-23-ODU-1(RTNRF-1)"
,
"Galkuliya-PU0114-18G/1573-24-ODU-1(RTNRF-1)","Agunawila-PU0081-18G/1573-24-ODU-1(RTNRF-1)"
,
"Maligakanda-CM0059-26G/1404-23-ODU-1(RTNRF-1)","Symonds_Road_Lanka_Bell-CM0829-26G/1404-23-ODU-1(RTNRF-1)"
,
"Maligakanda-CM0059-26G/1404-24-ODU-1(RTNRF-1)","Symonds_Road_Lanka_Bell-CM0829-26G/1404-24-ODU-1(RTNRF-1)"
,
"Thalakiriyagama-MT0018-15G/846-23-ODU-1(RTNRF-1)","Dambulla_DBN-MT0001-15G/846-23-ODU-1(RTNRF-1)"
,
"Thalakiriyagama-MT0018-15G/846-24-ODU-1(RTNRF-1)","Dambulla_DBN-MT0001-15G/846-24-ODU-1(RTNRF-1)"
,
"Trinco_Junction-TR0016-26G/676-23-ODU-1(RTNRF-1)","Abayapura-TR0097-26G/676-23-ODU-1(RTNRF-1)"
,
"Trinco_Junction-TR0016-26G/676-24-ODU-1(RTNRF-1)","Abayapura-TR0097-26G/676-24-ODU-1(RTNRF-1)"
,
"Ekala-GM0007-18G/1398-23-ODU-1(RTNRF-1)","Batagama_North-GM0615-18G/1398-23-ODU-1(RTNRF-1)"
,
"Ekala-GM0007-18G/1398-24-ODU-1(RTNRF-1)","Batagama_North-GM0615-18G/1398-24-ODU-1(RTNRF-1)"
,
"Arachchikattuwa-PU0002-15G/660-23-ODU-1(RTNRF-1)","Udappuwa-PU0055-15G/660-23-ODU-1(RTNRF-1)"
,
"Arachchikattuwa-PU0002-15G/660-24-ODU-1(RTNRF-1)","Udappuwa-PU0055-15G/660-24-ODU-1(RTNRF-1)"
,
