Site ID,Suntel ID,Site Name,Site Address,District,Province,Latitude-x,Longitude-x,Latitude,Longitude
GM0104,,Kelaniya North Dialog,"334, Kandy Road, Dalugama, Kelaniya",Gampaha,Western,6-58-21,79-55-2,6.97251,79.9172
GM0562,COL/SLT-3,Kelaniya SLT,Pattiya Junction,Gampaha,Western,6-57-31,79-53-41,6.958611,79.894722
GM0564,,Kelaniya University Dialog,Kalaniya Univercity.,Gampaha,Western,6-58-26,79-54-54,6.97399,79.915
RA0061,,Kella Dialog,"Kellagama, Kolonna",Ratnapura,Sabaragamuwa,6-22-4,80-42-17,6.36772,80.7046
BD0086,,Kendagolla Dialog,Thelebedda Estate Field 10A Gumblock Kendagolla,Badulla,Uva,6-59-53,81-5-56,6.998056,81.098889
AN0086,,Kendewa Dialog,"Kendewa, Anuradhapura.",Anuradapura,NorthCentral,8-29-35,80-36-9,8.493056,80.6025
KA0104,,Kengalla Dialog,"Erumpitiya Estate, Temple Road,Kengalla",Kandy,Central,7-17-46,80-43-6,7.296111,80.718333
KU0238,,Keppetigala Mobitel,"Malabe, Pihimbuwa",Kurunegala,NorthWestern,7-26-13,80-31-7,7.43696,80.5186
BD0025,,Keppetipola Dialog,"Wakkadahenna Gawarammana, Keppetipola",Badulla,Uva,6-53-53,80-51-32,6.898056,80.858889
HA0135,,Keppitiyawa Etisalath,"Boralugalhena, keppitiyawa, Weeraketiya.",Hambantota,Southern,6-9-1,80-45-14,6.150278,80.753889
GM0145,,Kerawalapitiya Dialog,"No.255/37, Kerawalapitiya Rd, Hendala, Wattala",Gampaha,Western,7-0-33,79-53-6,7.00917,79.8851
CM0042,,Kesbewa Dialog,"No.121/A, ""Rasara"", Rest House Road, Piliyandala",Colombo,Western,6-47-34,79-56-13,6.79291,79.937
KL0103,,Keselhenawa Etisalat,"Mulkunda Kanda, batagoda, Galapatha.",Kaluthara,Western,6-38-23,80-2-18,6.63986,80.0382
GM0752,,Keselpandura Junction Airtel,"Biyagama BSC, No.234, Keselpandura Junction, Makola South, Makola",Gampaha,Western,6-58-35.4,79-57-16.2,6.9765,79.9545
MR0021,,Ketanvila Dialog,"Godaudadeniya watta,Eramudugoda,Maliduwa,Akuressa",Matara,Southern,6-7-46,80-25-37,6.12952,80.4269
BD0053,,Ketawala Dialog,"Tumbawelhena ,Nawarilanda, Ketawala",Badulla,Uva,6-59-33,81-0-44,6.9925,81.012222
CM0043,,Ketawalamulla Dialog,"348, N. M. Ishak Mw, Col-09",Colombo,Western,6-55-47,79-52-17,6.9298,79.8714
CM0386,,Ketawalamulla South Dialog,"No-182/1/1, Maligakanda Rd, Colombo-10",Colombo,Western,6-55-38,79-52-12,6.92731,79.87
AM0111,,Kethsirigama Dialog,"No 31/A, 178, 5th Bridge, Moragahapallama.",Ampara,Eastern,7-12-6.65,81-36-7.93,7.201847,81.602203
CM0044,,Kettarama Dialog,"Khettarama Rd, Col-14",Colombo,Western,6-56-22,79-52-21,6.93945,79.8724
ICM0044,,Kettarama Stadium IBS,"R.PREMADASA INTERNATIONAL CRICKET STADIUM,KETTARAMA,COLOMBO",Colombo,Western,6-56-22,79-52-21,6.9394,79.8724
CM0895,,Kew Road Dialog,"Mrs.S.F.M. Anver, No:15/1, Sri Murugan Street, Colombo 02",Colombo,Western,6-55-30,79-51-8,6.92501,79.8522
CM0258,,Keyzer Dialog,"No-111,Keyzar Street,Colombo-11",Colombo,Western,6-56-15,79-51-7,6.93743,79.852
MT0061,,Kibissa SLT,"SLT Tower, Kibissa.",Matale,Central,7-56-23,80-43-35,7.93961,80.7263
NU0106,NUW/003,Kikiliyamana ABC,"ABC  Station, Kikiliyamana, Nuwara Eliy",NuwaraEliya,Central,6-59-12,80-44-43,6.986667,80.745278
NU0082,,Kikiliyamana Dialog,"Senara 2nd Lane, Paiyathissapura, Kikiliyamana.",NuwaraEliya,Central,6-59-0,80-45-26,6.983333,80.757222
NU0003,NUW/002,Kikiliyamana Swarnawahini,"Swarnawahini TV Station, Kikiliyamana, Nuwara Eliy",NuwaraEliya,Central,6-59-11,80-44-45,6.986389,80.745833
TR0044,,Kilaveddi SLT,"Sri Lanka Telecom PLC, Sub Office, Keliveddi.",Trincomalee,Eastern,8-20-59,81-17-9,8.349722,81.285833
CM0299,,Kildas Lane Dialog,"No-720, Galle Road, Colombo-03.",Colombo,Western,6-53-49,79-51-14,6.89688,79.854
CM0963,,Kildas Lane Dialog[Relocation],"No 41, Glen Aber Place, Colombo 04.",Colombo,Western,6-53-40,79-51-12,6.894444,79.853333
KI0077,,Kilinochchi Central Dialog,"A9 Road,Kilinochchi Town,Kilinochchi.",Kilinochchi,Northern,9-23-21,80-24-31,9.389167,80.408611
KI0032,,Kilinochchi North SLA,"SLA Camp,Kilinochchi",Kilinochchi,Northern,9-24-3,80-24-29,9.400833,80.408056
XX0003,,Kilinochchi SLA,"57 Div, Head Quarters, Sri Lanka Army Camp, Kilinochchi.",Kilinochchi,Northern,9-23-24,80-24-18,9.39,80.405
KI0017,,Kilinochchi SLA [Relocation],"57 Div, Head Quarters, Sri Lanka Army Camp, Kilinochchi.",Kilinochchi,Northern,9-23-24,80-24-18,9.39,80.405
KI0046,KLN/001,Kilinochchi SLT,"Sri Lanka Telecom PLC,Kilinochchi",Kilinochchi,Northern,9-21-46,80-24-31,9.36267,80.4087
KI0027,,Kilinochchi Town Dialog,"HQ 58 Division,Sri Lanka Army, Kilinochchi.",Kilinochchi,Northern,9-24-3,80-24-29,9.40082,80.408
KI0063,,Kilinochchi West Dialog,"No-81, Udayanagar East, Kilinochchi",Kilinochchi,Northern,9-22-48.82,80-24-7.75,9.380228,80.402153
GM0634,,Kimbulapitiya Airtel[Relocation],,Gampaha,Western,7-12-18.18,79-52-50.05,7.20505,79.880569
GM0081,,Kimbulapitiya Dialog,"No.187/A, Baseline Rd, Kadirana, Thimbirigaskatuwa",Gampaha,Western,7-12-19,79-52-47,7.205278,79.879722
GM0668,,Kimbulapitiya East Etisalat Relocation,Etisalat tower. Dagonna.,Gampaha,Western,7-12-9.9,79-55-22.5,7.20275,79.922917
GM0232,,Kimbulgoda Dialog,"""Siriniwasa"", Kimbulgoda. Yakkala",Gampaha,Western,7-4-15,80-1-53,7.07092,80.0315
KL0193,KNP/001,Kindelpitiya DBN,"No.180,Cemetry Road,Kosgahawatta,Kindelpitiya,Bandaragama",Kaluthara,Western,6-44-44,79-57-51,6.745556,79.964167
KL0207,,Kindelpitiya Etisalat,"Etisalat Tower, Katukurunda Rd, Kidelpitiya, Bandaragama.",Kaluthara,Western,6-46-25,79-58-13,6.773611,79.970278
GM0234,,Kinigama Dialog,"No-161/121, Maharama, Mudungoda",Gampaha,Western,7-3-20,80-1-46,7.05567,80.0295
TR0009,,Kinniya Dialog,"Malinthurai Road, Kinniya",Trincomalee,Eastern,8-29-45,81-11-11,8.495833,81.186389
TR0117,,Kinniya North SLT,"SLT Tower, Peoples Bank Road, Kinniya.",Trincomalee,Eastern,8-30-16,81-10-47,8.504444,81.179722
TR0040,,Kinniya Town Dialog,"Ramees's Stores, Kinniya 04",Trincomalee,Eastern,8-30-8,81-10-50,8.502222,81.180556
CM0401,,Kinross Avenue Dialog,"Mrs.S.Abeyrathne,No 316,Galle Road,Colombo 04.",Colombo,Western,6-52-53,79-51-32,6.881389,79.858889
KU0056,,Kiralabokka Dialog,"Negombo Road, Kalugamuwa, Kalugamuwa",Kurunegala,NorthWestern,7-26-56,80-15-49,7.44893,80.2636
RA0214,,Kiralawelkatuwa Dialog,"No 2327, 9th bridle path, kiriwalkatuwa, Embilipitiya",Ratnapura,Sabaragamuwa,6-19-18.8,80-52-26.9,6.321889,80.874139
AN0113,,Kiralogama Dialog,"Near the Post Office, Kiralogama.",Anuradapura,NorthCentral,8-11-13,80-22-19,8.186944,80.371944
HA0030,,Kirama Dialog,"Mahapitakanda, Weladagoda, Kirama",Hambantota,Southern,6-11-55,80-40-1,6.19865,80.6669
BA0015,,Kiran Hutch,"Pilliyar Kovil, Kiran",Batticaloa,Eastern,7-51-48,81-32-15,7.86321,81.5376
KI0029,,Kiranchi Dialog,"No81,Sivapuram Kiranchi,Poonagary.",Kilinochchi,Northern,9-20-5.63,80-5-56.97,9.334897,80.099158
XX0053,,Kirankulam Dialog,"Beach Rd, Kirankulam 07.",Batticaloa,Eastern,7-36-18,81-46-17,7.6049,81.771369
BA0053,,Kirankulam Mobitel,"Beach Road, Kirankulam 07.",Batticaloa,Eastern,7-36-22,81-46-10,7.60616,81.7694
GM0543,KIR/001,Kiribathgoda DBN,"60/3, Kandy Road, Kiribathgoda",Gampaha,Western,7-58-42,79-55-40,7.978333,79.927778
GM0028,,Kiribathgoda Dialog,"60.Kandy Road ,Kiribathgoda",Gampaha,Western,6-58-42,79-55-37,6.9784,79.927
GM0602,,Kiribathgoda Scheme Dialog,"No-35, National Housing scheme, kiribathgoda.",Gampaha,Western,6-59-6,79-55-30,6.985,79.925
GM0218,,Kiribathgoda South Dialog,"No-237B, Kandy Road, Dalugama, Kelaniya",Gampaha,Western,6-58-27,79-55-22,6.97426,79.9228
GM0163,,Kiribathgoda Town Dialog,"79, Kandy Road, Kiribathgoda",Gampaha,Western,6-58-55,79-55-48,6.98207,79.93
KA0062,,Kiribathkumbura Dialog,"170/A, Bulumulla, Kiribathkumbura.",Kandy,Central,7-16-16,80-34-18,7.27111,80.5717
KA0100,,Kiribathkumbura South Airtel,"AT Tower, Walawwatta, Kiribathkumbura.",Kandy,Central,7-16-8,80-34-20,7.268889,80.572222
GM0544,KRN/001,Kiridiwela DBN,"Millathekanda Viwekasenasanaya, Millathe, Kirindiwela",Gampaha,Western,7-2-50,80-8-43,7.047222,80.145278
GM0029,,Kiridiwela Dialog,"26, Mailawalana Para, Kirindiwela",Gampaha,Western,7-2-48,80-7-50,7.04669,80.1305
RA0013,KRL/001,Kiriella Mobitel,"no1,siri gangula watta,pahala Galuthara,kiriella",Ratnapura,Sabaragamuwa,6-43-24,80-16-10,6.72331,80.2695
RA0112,,Kiriella South Dialog,"Dummalahena Yaya Watta,Galathure,Idangoda,Kiriella.",Ratnapura,Sabaragamuwa,6-41-27,80-17-50,6.690833,80.297222
AN0052,,Kirigollewa Dialog,"Kunchikulama, Ipalawgama",Anuradapura,NorthCentral,8-32-19,80-33-36,8.538611,80.56
MO0028,,Kiriibbanara Dialog,"No.02, Bogaha Junction, Kiribbawewa, Sevanagala",Monaragala,Uva,6-23-37,80-57-38,6.39372,80.9606
AN0198,,kiriketuwewa Mobitel,"kirikatuwewa,kebithigollewa.",Anuradapura,NorthCentral,8-37-2,80-43-1.6,8.617222,80.717111
MR0140,,Kirilipane Dialog,"""Goda Ihala"" Molokgamuwa, Moragala, kirilapane",Matara,Southern,6-16-40,80-35-29,6.2778,80.5913
GM0208,,Kirillawala Dialog,"No - 220/1, Kirillawala Weboda.",Gampaha,Western,7-1-27,79-59-6,7.024053,79.984871
GM0613,,Kirillawala West Mobitel,Mobitel Tower Kirillawala West.,Gampaha,Western,7-1-36.6,79-58-17.2,7.026833,79.971444
CM0207,,Kirimandala Mawatha Dialog,"No-25,Kirimandala Mw, Colombo-05",Colombo,Western,6-53-42,79-52-56,6.895,79.882222
CM0484,,Kirimandala Mawatha East Dialog,"NO:142/5, SAMANALA GARDENS, KIRIMANDALA MAWATHA.",Colombo,Western,6-53-38,79-53-2,6.893889,79.883889
RA0072,,Kirimetithenna Dialog,"Galmulthalawa, Ramboda, Kirimetithenna, Balangoda.",Ratnapura,Sabaragamuwa,6-37-49,80-43-1,6.63019,80.717
PU0030,,Kirimetiyana Dialog,"Mount villa, V.C. Mawatha, E/Kirimetiyana, Lunuwila.",Puttlam,NorthWestern,7-20-52,79-53-42,7.347778,79.895
KU0109,,Kirimetiyawa Dialog,"Kirimatiyawa,Pahala Radowa",Kurunegala,NorthWestern,7-30-44,80-8-30,7.51227,80.1418
MR0022,,Kirinda Etisalat,"Galketihena , Kirinda , Puhulwella.",Matara,Southern,6-3-25,80-37-34,6.05703,80.6261
KU0124,,Kirindawa Dialog,"Lake View ,Kirindawa ,Kirindawa",Kurunegala,NorthWestern,7-30-15,80-5-50,7.50413,80.0973
GA0146,,Kiripedda Dialog,"""Suranagapura""Pahalakiripedda,Karandeniya.",Galle,Southern,6-15-46.44,80-6-58.32,6.2629,80.1162
CM1474,,Kiriwaththuduwa West Airtel,"No 309/1 B,Kiriwathuduwa,Homagama.",Colombo,Western,6-48-1.3,79-0-10.4,6.800361,79.002889
CM0208,,Kiriwattuduwa Dialog,"Horana Road, Kiriwaththuduwa",Colombo,Western,6-48-0,80-1-3,6.80007,80.0174
CM0544,,Kiriwattuduwa East Dialog,"No:- 462, Kahathuduwa, Polgasowita",Colombo,Western,6-48-7,80-0-1,6.801944,80.000278
CM1178,KRT/001,Kiriwattuduwa Hutch,"No. 44/2, Kandeketiya, Kiriwaththuduwa",Colombo,Western,6-48-8,80-1-36,6.802222,80.026667
PU0069,,Kiriyankalli Airtel,"Keeriyankalliya, Mundalama",Puttlam,NorthWestern,7-46-4,79-49-45,7.767778,79.829167
PU0069/P,,Kiriyankalliya Hutch Relocation,"Hutch Tower,Pulichikulam,Kiriyankalliya.",Puttlam,NorthWestern,7-45-50.1,79-49-46.5,7.763917,79.829583
CM0045,,Kirula Road Dialog,"141, Kirula Road, Col-05",Colombo,Western,6-53-36,79-52-24,6.893333,79.873333
CM0987,,Kirula Road Dialog [Relocation],"Sri Lanka Press Institue, No 96, kirula Road, Colombo 05",Colombo,Western,6-53-33,79-52-19,6.8925,79.871944
CM0567,,Kirulapona West Dialog,"No-62, Sri Siddhartha Road, Kirulapana, Colombo-05",Colombo,Western,6-52-53,79-52-18,6.881389,79.871667
CM0566,,Kirulapone North Dialog,"No.45, Lionel Edirisinghe Mw, Kirulapone, Colombo 05",Colombo,Western,6-52-56,79-52-37,6.882222,79.876944
CM0046,,Kirullapone Dialog,"Chandana Mandiraya. 57, Highlevel Rd, Col-6",Colombo,Western,6-52-44,79-52-29,6.878889,79.874722
MR0082,,Kithulella Dialog,"Gangodakandahena, Thalahagama, Urumutha",Matara,Southern,6-8-25,80-31-41,6.14031,80.5281
KE0079,,Kithulgala Etisalat,"Ehala Batahena Kanda, Kithulgala",Kegalle,Sabaragamuwa,7-0-21,80-23-59,7.00583,80.3997
KE0082,,Kithulgala South Mobitel,"Mobitel Tower, Pallebage North, Kithulgala.",Kegalle,Sabaragamuwa,6-59-16,80-22-59,6.98771,80.383
MT0103,,Kithulhitiyawa Mobitel,"Mobitel Tower, Bekary Kady, Kithulhitiyawa.",Matale,Central,7-54-41,80-38-27,7.91143,80.6409
MO0062,,Kithulkote Etisalat,"Tharunasewa Para, Kithulkote, Thanamalwila",Monaragala,Uva,6-29-17,81-7-53,6.48799,81.1314
GM0177,,Kithulwala Dialog,"Sri Lanka Air force unit, Meerigama.",Gampaha,Western,7-14-38,80-5-24,7.243889,80.09
CM0805,,Kittanpahuwa Dialog,"No.62, Welewatta, Wellampitiya",Colombo,Western,6-56-45,79-53-27,6.94591,79.8908
CM0305,,Kitulwatta Road Dialog,F.R Senanayaka Aramaya NO 96/12 Kithuwatta Road Colombo 08,Colombo,Western,6-54-24,79-52-45,6.906667,79.879167
KU0035,,Kobeigane Dialog,"""Ransilu"", Pedeniya Road, Kobeigane.",Kurunegala,NorthWestern,7-39-16,80-7-52,7.6545,80.131
GM0030,KOC/001,Kochchikade Dialog,"No.6, Lurdu Mawatha, Kochchikade.",Gampaha,Western,7-15-51,79-51-23,7.26407,79.8565
GM0375,,Kochchikade South Mobitel,"Mobitel Tower, Kattuwa",Gampaha,Western,7-14-55,79-50-58,7.2485,79.8494
MO0023,,Kodayana Dialog,"Meelagiri Mw, Dobagahawela",Monaragala,Uva,6-54-14,81-26-23,6.90389,81.4398
MO0071,,Kodayana East Dialog,"Kodayana, Dombagahawela",Monaragala,Uva,6-54-43,81-29-20,6.91194,81.489
BA0086,,Koddimunai Dialog,"No.38,New Road,Batticaloa.",Batticaloa,Eastern,7-43-15,81-42-12,7.720833,81.703333
JA0052,,Kodikamam Dialog,"Near BOC ,Point Pedro road, Kodikamam",Jaffna,Northern,9-40-57,80-13-12,9.68257,80.2201
JA0052T,,Kodikamam MTU,"Point Pedro, Kodikamam",Jaffna,Northern,9-41-3,80-13-16,9.684167,80.221111
JA0122,,Kodikamam West Lankabell,"Ramavil, Meesalai North, Kodikamam, Jaffna",Jaffna,Northern,9-40-54,80-12-35,9.6816,80.2096
JA0152,,Kodikaman East Airtel,"Kandy Road, Periyanwaladi, Kodikamam.",Jaffna,Northern,9-40-39,80-14-5,9.6775,80.234722
GA0012,,Koggala FTZ Dialog,"E.P.Z.Premises,Matara Road,Koggala.",Galle,Southern,5-59-12,80-19-51,5.9866,80.3308
CM0239,,Kohilawatta Dialog,"No.120 , Kohilawatta ,Angoda",Colombo,Western,6-56-42,79-54-52,6.94503,79.9145
HA0037,,Koholankala LankaBell,"Behind the Temple, Koholankala, Hambanthota.",Hambantota,Southern,6-9-43,81-9-40,6.16193,81.1612
GM0204,,Koholwila Dialog,"319/1, Dalugamgoda, Dalugama, Kelaniya",Gampaha,Western,6-58-4,79-55-6,6.967778,79.918333
GM0595,,Koholwila West Mobitel,Nungamugoda kelaniya.,Gampaha,Western,6-57-51.1,79-54-49.4,6.964194,79.913722
HA0046,,Kohombagahapelessa Dialog,"No-647, Mahasenpura, Tissa",Hambantota,Southern,6-18-28,81-17-59,6.30789,81.2996
AM0096,,Kohombana Dailog,"28/44/A3, Weranketagoda, Uhana.",Ampara,Eastern,7-24-12,81-36-55,7.403333,81.615278
CM0982,,Kohuwala Junction RT Dialog,"No-210, Dutugemunu Street, Kohuwala",Colombo,Western,6-52-1,79-53-3,6.866944,79.884167
CM0047,,Kohuwala RT,"Wijewardena Associates, No.176, Dutugemunu Str, Kohuwala",Colombo,Western,6-52-9,79-52-55,6.869167,79.881944
CM0147,,Kohuwala South Dialog,"No.117, Sunethradevi Road, Kohuwala, Nugegoda.",Colombo,Western,6-51-43,79-53-20,6.861944,79.888889
MU0002,,Kokavil SLA,Kokavil SLA,Mulathive,Northern,9-16-10,80-24-42,9.269444,80.411667
MU0073,,Kokavil TRC [Relocation],"TRC Tower,A 9 Road , Kokavil",Mulathive,Northern,9-18-21,80-24-25,9.305833,80.406944
AN0237,,Kokawewa Mobitel,"04,pahala boralugodella,kokawewa.",Anuradapura,NorthCentral,8-18-49,80-47-0,8.313611,80.783333
BA0024,,Kokkaticholai Dialog,"10 Ward, Kokkaticholai",Batticaloa,Eastern,7-36-32,81-42-45,7.60884,81.7125
MU0010,,Kokkutoduvai Mobitel,"11 Gamunu Brigade,Sri Lanka Army,Kokkutoduvai.",Mulathive,Northern,9-1-46,80-55-38,9.029444,80.927222
JA0014,,Kokkuwil Dialog,"KKS Rd, Kondawil West, Kondawil",Jaffna,Northern,9-42-40,80-1-8,9.71101,80.019
XX0014,,Kokkuwil MTU,"KKS Rd, Kondawil West, Kondawil",Jaffna,Northern,9-42-39,80-1-0,9.710833,80.016667
JA0101,,Kokkuwil South Airtel,"Old Post Office Rd, Kokkuwil, Jaffna.",Jaffna,Northern,9-41-54,80-0-53,9.698333,80.014722
JA0126,,Kokkuwil West MTU,"Thavadi Road,sudumalai,Manippai,Jaffna",Jaffna,Northern,9-42-36,80-0-38,9.7101,80.0105
MR0130,,Kokmaduwa Mobitel,"Dammattda udahena Walawena ,Kanake kadawidiya",Matara,Southern,6-1-35,80-25-18,6.026389,80.421667
JA0020,,Kokuvil Town Airtel,"Muthali Lane,Kokuvil West,Kokuwil.",Jaffna,Northern,9-41-59,80-0-46,9.699722,80.012778
RA0035,,Kolambagama Mobitel,"Madalagama janapadaya,udahape,Kahawatta.",Ratnapura,Sabaragamuwa,6-32-56.8,80-30-48.7,6.549111,80.513528
MT0048,,Kollawala Dialog,"Kapuwatta,dambulla",Matale,Central,7-49-35,80-39-28,7.82647,80.6577
CM0435,,Kollupitiya Junction Dialog,"Nadaraja Bldg, Galle Road, Col-03",Colombo,Western,6-54-39,79-50-59,6.910833,79.849722
CM0048,,Kollupitiya South Dialog,"NO:4/1 SCOFIELD PLACE,KOLLUPITIYA SOUTH.",Colombo,Western,6-53-54,79-51-12,6.898333,79.853333
CM0964,,Kollupitiya South Dialog [Relocation],"No 04, Scofield Place, Colombo 03.",Colombo,Western,6-53-54,79-51-12,6.898333,79.853333
CM5000,,Kollupitiya Station Lamp,"ESLL Lamp Pole Site, Near the kollupitiya Railway Station, Colombo-03",Colombo,Western,6-54-38.96,79-50-54.41,6.910822,79.848447
CM0049,,Kollupitiya West Dialog,"No.370, Galle Road, Col-03",Colombo,Western,6-54-25,79-51-0,6.906944,79.85
KA0278,,Kolongoda Mobitel,"Sri Sumedharamaya,29 Ela,Kolongoda.",Kandy,Central,7-27-49,80-56-36,7.463611,80.943333
RA0039,,Kolonna Dialog,"Darmapa Rice Mile, Medana Road, Kolonna.",Ratnapura,Sabaragamuwa,6-24-6,80-41-43,6.40153,80.6953
CM0050,,Kolonnawa Dialog,"Rajamaha Viharaya, Kolonnawa",Colombo,Western,6-56-2,79-53-15,6.93378,79.8875
CM0794,,Kolonnawa East Dialog,"No.320/15, Bopetta Rd, Gothatuwa",Colombo,Western,6-55-59,79-54-10,6.93302,79.9029
CM0793,,Kolonnawa North Dialog,"No.04, Perera Mw, Meethotamulla, Kolonnawa",Colombo,Western,6-56-18,79-53-9,6.9383,79.8857
CM0633,,Kolonnawa Town Dialog,"No-141A, Kolonnawa Road, Kolonnawa.",Colombo,Western,6-55-59,79-53-38,6.93295,79.8938
AM0028,,Komari Dialog,"Devalaya Veethi, Komari",Ampara,Eastern,6-59-31,81-51-55,6.99193,81.8653
AM0062,,Kondavattavan Dialog,"SLA Camp, Inginiyagala Road, Kondavattavan",Ampara,Eastern,7-16-41,81-37-58,7.278056,81.632778
JA0088,,Kondavil Airtel,"Kondawil East, Kondawil.",Jaffna,Northern,9-42-4,80-2-7,9.70122,80.0354
AN0153,,Kongahawewa Dialog,"Mahaweli Block Manager Office, Kumbukwewa, Thalawa",Anuradapura,NorthCentral,8-14-44,80-18-12,8.245556,80.303333
XX0073,,Kongala Dialog,"""Thoppihena Watta""Karaputugala, Kamburupitiya.",Matara,Southern,6-5-2,80-36-43,6.083889,80.611944
MO0031,,Konketiya Dialog,"""Ilukpitiya Nivasa"", 16th Mile Post, Raja Mawatha,",Monaragala,Uva,6-41-29,81-15-25,6.6914,81.2569
AN0071,,Konwewa Dialog,"Konwewa, Mahapathana",Anuradapura,NorthCentral,8-24-42,80-44-57,8.41173,80.7491
MT0028,,Koombiyangoda Dialog,"Koombiyangoda Road, Kandagolla, Matale",Matale,Central,7-26-43,80-36-32,7.445278,80.608889
MA0050,,Koorai Dialog,"54 Dvision Training School, Koorai, (Under 541 Brigade)",Mannar,Northern,9-3-30,80-8-51,9.058333,80.1475
JA0004,JAF/004,Kopai Dialog,"Near Kandasamy Kovil, Kopai Central, Kopai",Jaffna,Northern,9-42-26,80-4-4,9.70729,80.0677
JA0067,,Kopai South MTU,"Kondai Road, Eruvare, Kopay",Jaffna,Northern,9-41-35,80-3-7,9.69294,80.0519
BA0049,,Kopaveli Airtel,"Badulla Rd, Thumbalachcholai, Koapveli",Batticaloa,Eastern,7-37-29,81-29-52,7.62472,81.4978
KL0208,,Koralaima LankaBell,"Lanka Bell Tower, Sil Matharama Road, Koralaima",Kaluthara,Western,6-46-29,80-0-28,6.77461,80.0077
KU0150,,Koralampottha Dialog,"Koralampotta, Welpalla",Kurunegala,NorthWestern,7-23-6,79-56-57,7.38497,79.9491
CM0530,,Koralawella Dialog,"No-681, New Gall road, Moratuwa.",Colombo,Western,6-45-49.03,79-53-4.6,6.763619,79.884611
GA0045,,Koralegama Dialog,"Danwatta Kanda , Koralegama, Panangala",Galle,Southern,6-15-26,80-19-36,6.25714,80.3267
CM1878,,Korambe Dialog,"No.60, Robert Gunawardana Mawatha, Korambe, Battaramulla",Colombo,Western,6-54-5,79-55-47,6.901389,79.929722
GM0171,,Korase Dialog,"Meegahawatta, Vimukthi Mawatha, Korase",Gampaha,Western,7-8-28,80-0-10,7.14108,80.0029
GM0429,,Korase North Dialog,"No.05, Wogoda, Bemmulla.",Gampaha,Western,7-8-55,80-1-12,7.148611,80.02
CM0345,,Korathota Dialog,"No.325, Korathota , Kaduwela",Colombo,Western,6-54-34,79-59-50,6.90931,79.9973
CM0882,,Korathota Etisalat,"Koratota Hill Top, Kaduwela",Colombo,Western,6-54-41,80-0-22,6.911389,80.006111
KU0179,,Kosdeniya Dialog,"Heenkanda, Beddegama, Kosdeniya",Kurunegala,NorthWestern,7-34-51,80-9-12,7.580833,80.153333
KE0062,,Kosgahakanda Etisalat,"Etisalat Tower, Kosgahakanda estate, Kosgahakanda.",Kegalle,Sabaragamuwa,6-51-49,80-22-46,6.863611,80.379444
KE0198,,Kosgahakanda South Etisalat,"Kosgahakanada State, Kosgahakanada.",Kegalle,Sabaragamuwa,6-51-49,80-22-46,6.863611,80.379444
CM0051,,Kosgama Dialog,"Palabotalanda Kanda, Kosgama",Colombo,Western,6-56-24,80-7-57,6.94002,80.1324
CM1182,KOS/001,Kosgama Mobitel,"Pelabowewatta, Salawa, Kosgama",Colombo,Western,6-56-23,80-7-50,6.939722,80.130556
GA0070,,Kosgoda Hutch,"Weerawilla, Galle Road, Kosgoda",Galle,Southern,6-20-5,80-1-51,6.3347,80.0308
GA0013,,Kosgoda SLT,"SLT Tower, Galle Road, Kosgoda",Galle,Southern,6-20-24,80-1-40,6.34,80.027778
KU0103,,Koshena Dialog,"Koshena, Illukhena",Kurunegala,NorthWestern,7-30-50,80-0-8,7.513889,80.002222
XX0230,,Koskandawala Dialog,"No.48/2, Ilukgolla, Koskandawala, Yakkala",Gampaha,Western,7-5-2,80-2-57,7.083889,80.049167
GM0230,,Koskandawala Mobitel,"No 15,Koskadawala,Yakkala",Gampaha,Western,7-4-36.1,80-2-46,7.076694,80.046111
BD0028,KSL/001,Koslanda Dialog,"48/1, Haputale Road, Koslanda.",Badulla,Uva,6-44-39,81-1-8,6.744167,81.018889
MR0059,,Kosnilgoda Lankabell,"Addarakanda Hena, Kosnilgoda, Morawaka",Matara,Southern,6-14-38,80-29-13,6.24389,80.4869
GM0129,,Kossinna Dialog,"No.40,Kossinna,Ganemulla",Gampaha,Western,7-3-11,79-58-29,7.05292,79.9746
PU0031,,Koswadiya Dialog,"Alambawaththa,Bogahawatta,Thalwila.",Puttlam,NorthWestern,7-26-3,79-49-4,7.434167,79.817778
CM0052,NAW/002,Koswaththa DBN [Nawala],"Sanasa Bank, No.04, Koswatta Road, Nawala",Colombo,Western,6-53-60,79-53-39,6.9,79.894167
CM0243,,Koswatta East Dialog,"103, Koswatta Rd,Nawala, Rajagiriya",Colombo,Western,6-53-59,79-53-54,6.899722,79.898333
PU0064,,Koswatta Nattandiya Dialog,"Ulpotha, Koswatta, Nattandiya.",Puttlam,NorthWestern,7-22-17,79-53-51,7.371389,79.8975
CM0242,,Koswatta North Dialog,"no.60/2,Kurundhuwatha mosque Ln, Nawala,Rajagiriya.",Colombo,Western,6-54-21,79-53-50,6.905833,79.897222
CM0576,,Koswatta West LankaBell,"No-2, 1st Lane, Galpotta Road, Nawala.",Colombo,Western,6-53-58,79-53-24,6.899444,79.89
GM0082,,Kotadeniyawa Dialog,"Kaluoppuwatha, Colombo Rd, Kotadeniyawa",Gampaha,Western,7-17-1,80-3-50,7.28361,80.0639
Nu0021,,Kotagala Etisalat,"Graiton Estate,Kotagala.",NuwaraEliya,Central,6-55-19.1,80-36-48.4,6.921972,80.613444
